label	isolate	species	contig	region	win_start	win_end	protein_id	gene_start	gene_end	strand
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	span	239385	273394	Pcub-MSU1_004_001127.1	240395	241622	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	span	239385	273394	Pcub-MSU1_004_001128.1	238754	240026	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_upstream	205375	239384	Pcub-MSU1_004_001128.1	238754	240026	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_upstream	205375	239384	Pcub-MSU1_004_001129.1	237473	238105	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_upstream	205375	239384	Pcub-MSU1_004_001130.1	237142	237471	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_upstream	205375	239384	Pcub-MSU1_004_001131.1	209601	210783	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_000037.1	272272	273649	+
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_000038.1	280874	282118	+
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_000039.1	282191	284071	+
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_000040.1	290133	291544	+
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_000041.1	292252	293787	+
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_000042.1	294447	295898	+
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_000043.1	295900	298430	+
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_000044.1	300119	301454	+
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_001122.1	301581	303420	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_001123.1	298088	300061	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_001124.1	283617	286338	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_001125.1	274893	280792	-
MSU1_004_s2	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_004	flank_downstream	273395	307404	Pcub-MSU1_004_001126.1	273588	274891	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000120.1	1112191	1113308	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000121.1	1113500	1114605	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000122.1	1114724	1115759	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000123.1	1115953	1116966	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000124.1	1117165	1118199	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000125.1	1118394	1119257	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000126.1	1120876	1121907	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000127.1	1122105	1123141	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000128.1	1123337	1124338	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000129.1	1124544	1125588	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000130.1	1125782	1126786	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000131.1	1127002	1128098	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000132.1	1128215	1129242	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000133.1	1129427	1130448	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000134.1	1130629	1131732	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000135.1	1131833	1132863	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000136.1	1133057	1134075	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000137.1	1134281	1135301	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000138.1	1135493	1136586	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000139.1	1136702	1137693	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000140.1	1137917	1138909	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000141.1	1139116	1140155	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000142.1	1140329	1141364	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000143.1	1141550	1142571	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000144.1	1142777	1143875	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000145.1	1144001	1145020	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000146.1	1145222	1146207	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000147.1	1146442	1147554	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000148.1	1147655	1148689	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000149.1	1148876	1149869	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000150.1	1150087	1151175	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000151.1	1151291	1152318	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000152.1	1152506	1153524	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000153.1	1153717	1154810	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000154.1	1154928	1155946	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000155.1	1156151	1157169	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000468.1	1119319	1120380	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000469.1	1110544	1112010	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000470.1	1106425	1106866	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	span	1104526	1156743	Pcub-MSU1_013_000471.1	1104688	1106419	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000114.1	1078054	1079151	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000115.1	1082229	1083864	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000116.1	1085449	1086511	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000117.1	1088920	1090795	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000118.1	1091920	1093426	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000119.1	1093470	1095249	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000472.1	1102018	1103111	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000473.1	1097614	1097856	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000474.1	1095541	1097110	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000475.1	1090662	1091730	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000476.1	1086349	1088279	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000477.1	1083759	1085267	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_upstream	1052308	1104525	Pcub-MSU1_013_000478.1	1078468	1082107	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000155.1	1156151	1157169	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000156.1	1157372	1157970	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000157.1	1172929	1173816	+
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000437.1	1206383	1207843	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000438.1	1204633	1204923	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000439.1	1203980	1204631	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000440.1	1201092	1201937	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000441.1	1199190	1199394	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000442.1	1198321	1199159	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000443.1	1197289	1198319	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000444.1	1195251	1196466	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000445.1	1193023	1193313	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000446.1	1192326	1193021	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000447.1	1190107	1190427	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000448.1	1189393	1190105	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000449.1	1188587	1189004	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000450.1	1186512	1187712	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000451.1	1185582	1185948	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000452.1	1183571	1184873	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000453.1	1182448	1183342	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000454.1	1181384	1181700	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000455.1	1180669	1181382	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000456.1	1178461	1178982	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000457.1	1177220	1178459	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000458.1	1176823	1177218	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000459.1	1174872	1176147	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000460.1	1169987	1171188	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000461.1	1167884	1168200	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000462.1	1166933	1167882	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000463.1	1166253	1166625	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000464.1	1164273	1165474	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000465.1	1162036	1162557	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000466.1	1161275	1162034	-
MSU1_013_s1	MSU1	Pseudoperonospora_cubensis_MSU1	Pcub-MSU1_013	flank_downstream	1156744	1208961	Pcub-MSU1_013_000467.1	1158429	1159672	-
SC1982_008_s1	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_008	span	1092633	1100584	Pcub-SC1982_008_000407.1	1099743	1100791	-
SC1982_008_s1	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_008	span	1092633	1100584	Pcub-SC1982_008_000408.1	1095351	1096027	-
SC1982_008_s1	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_008	span	1092633	1100584	Pcub-SC1982_008_000409.1	1093803	1095309	-
SC1982_008_s1	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_008	flank_upstream	1084681	1092632	Pcub-SC1982_008_000410.1	1091182	1092272	-
SC1982_008_s1	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_008	flank_upstream	1084681	1092632	Pcub-SC1982_008_000411.1	1086778	1087020	-
SC1982_008_s1	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_008	flank_upstream	1084681	1092632	Pcub-SC1982_008_000412.1	1084696	1086517	-
SC1982_008_s1	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_008	flank_downstream	1100585	1108536	Pcub-SC1982_008_000407.1	1099743	1100791	-
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000001.1	4665	5550	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000002.1	5552	8808	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000003.1	8810	9662	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000004.1	9664	10881	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000005.1	10883	11609	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000006.1	11611	12784	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000007.1	12786	15714	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000008.1	21169	23087	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000009.1	23637	27845	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000010.1	27847	28738	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000011.1	32900	34347	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000012.1	35181	36408	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000013.1	41871	44264	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000014.1	45977	47028	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000015.1	50786	52184	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000016.1	52186	56129	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000017.1	56131	57939	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000018.1	58821	60688	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000019.1	61200	64139	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000020.1	64141	65405	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000021.1	68487	68997	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000022.1	81558	83272	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000023.1	86880	91407	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000024.1	92949	93488	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000025.1	97522	100445	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000026.1	100447	100741	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000027.1	100743	103381	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000028.1	103383	104594	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000029.1	104596	109020	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000030.1	110537	112238	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000031.1	121155	122079	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000032.1	123694	125805	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000033.1	138327	139820	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000034.1	162037	162902	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000035.1	162904	163429	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000036.1	164116	165185	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000037.1	165187	166023	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000038.1	166025	168359	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000039.1	169890	170469	+
SC1982_037_whole	SC1982	Pseudoperonospora_cubensis_SC1982	Pcub-SC1982_037	span	1	517250	Pcub-SC1982_037_000040.1	170471	171063	+
