id	source	Description
Peff-26_001_000020.1	eggnog	domain-containing protein
Peff-26_001_001434.1	eggnog	Domain of unknown function (DUF3510)
Peff-26_001_001433.1	eggnog	Domain of unknown function (DUF3510)
Peff-26_001_000021.1	eggnog	1-phosphatidylinositol-3-phosphate 5-kinase activity
Peff-26_001_001432.1	eggnog	Early transcription elongation factor of RNA pol II, NGN section
Peff-26_001_001431.1	eggnog	1-phosphatidylinositol-3-phosphate 5-kinase activity
Peff-26_001_000022.1	eggnog	Domain of unknown function (DUF3510)
Peff-26_001_000023.1	eggnog	1-phosphatidylinositol-3-phosphate 5-kinase activity
Peff-26_001_001430.1	eggnog	AMP-binding enzyme
Peff-26_001_000024.1	blastp	Homology to Peronospora effusa predicted protein CAI5704481.1
Peff-26_001_001429.1	eggnog	domain-containing protein
Peff-26_001_000025.1	eggnog	Mitochondrial carrier protein
Peff-26_001_000026.1	eggnog	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway
Peff-26_001_000027.1	eggnog	PHD-finger
Peff-26_001_001428.1	eggnog	domain-containing protein
Peff-26_001_000028.1	eggnog	Vps51/Vps67
Peff-26_001_001427.1	eggnog	Tubulin-tyrosine ligase family
Peff-26_001_000029.1	eggnog	domain-containing protein
Peff-26_001_001426.1	eggnog	Brix
Peff-26_001_001425.1	eggnog	Cid1 family poly A polymerase
Peff-26_001_000030.1	eggnog	WD repeat-containing protein
Peff-26_001_001424.1	eggnog	domain in TBC and LysM domain containing proteins
Peff-26_001_001423.1	eggnog	7 transmembrane receptor (Secretin family)
Peff-26_001_001422.1	eggnog	Polysaccharide biosynthesis protein
Peff-26_001_001421.1	eggnog	Inorganic H+ pyrophosphatase
Peff-26_001_001420.1	blastp	Homology to Peronospora effusa predicted protein RMX70118.1
Peff-26_001_000031.1	eggnog	Glucosidase II beta subunit-like protein
Peff-26_001_001419.1	eggnog	PhoD-like phosphatase
Peff-26_001_001418.1	eggnog	domain-containing protein
Peff-26_001_000032.1	eggnog	Component of the cytosolic iron-sulfur (Fe-S) protein assembly (CIA) machinery
Peff-26_001_001417.1	eggnog	domain-containing protein
Peff-26_001_001416.1	eggnog	Catalytic LigB subunit of aromatic ring-opening dioxygenase
Peff-26_001_000033.1	eggnog	domain-containing protein
Peff-26_001_001415.1	eggnog	Component of the EKC KEOPS complex that is required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine
Peff-26_001_001414.1	eggnog	vesicle fusion with Golgi apparatus
Peff-26_001_000034.1	blastp	Homology to Peronospora effusa predicted protein RQM08993.1
Peff-26_001_001413.1	eggnog	Magnesium transporter NIPA
Peff-26_001_001412.1	blastp	Homology to Peronospora effusa predicted protein RMX70124.1
Peff-26_001_000035.1	eggnog	domain-containing protein
Peff-26_001_001411.1	eggnog	double-stranded DNA 3'-5' exodeoxyribonuclease activity
Peff-26_001_000036.1	eggnog	May play an essential role at the early stage of chromosomal DNA replication by coupling the polymerase alpha primase complex to the cellular replication machinery
Peff-26_001_001410.1	eggnog	domain-containing protein
Peff-26_001_000037.1	eggnog	domain-containing protein
Peff-26_001_001409.1	blastp	Homology to Peronospora effusa predicted protein RMX70133.1
Peff-26_001_001408.1	blastp	Homology to Peronospora farinosa predicted protein CAH0491337.1
Peff-26_001_000038.1	eggnog	May play an essential role at the early stage of chromosomal DNA replication by coupling the polymerase alpha primase complex to the cellular replication machinery
Peff-26_001_000039.1	eggnog	domain-containing protein
Peff-26_001_001407.1	eggnog	Peroxidase
Peff-26_001_001406.1	eggnog	Peroxidase
Peff-26_001_000040.1	eggnog	domain-containing protein
Peff-26_001_000041.1	eggnog	WD domain, G-beta repeat
Peff-26_001_000042.1	eggnog	domain-containing protein
Peff-26_001_001405.1	eggnog	Tetratricopeptide repeat
Peff-26_001_001404.1	blastp	Homology to Peronospora effusa predicted protein UIZ21494.1
Peff-26_001_000043.1	eggnog	HEC/Ndc80p family
Peff-26_001_001403.1	eggnog	negative regulation of peptidyl-serine phosphorylation of STAT protein
Peff-26_001_001402.1	eggnog	domain-containing protein
Peff-26_001_001401.1	blastp	Homology to Peronospora effusa predicted protein RMX70101.1
Peff-26_001_000044.1	eggnog	cellular response to interleukin-11
Peff-26_001_001400.1	interproscan	PTHR34409 domain-containing protein
Peff-26_001_000045.1	eggnog	Nucleotide-sugar transporter
Peff-26_001_001399.1	blastp	Homology to Peronospora effusa predicted protein RMX70145.1
Peff-26_001_001398.1	eggnog	domain-containing protein
Peff-26_001_000046.1	eggnog	Hsp90 protein
Peff-26_001_000047.1	eggnog	domain-containing protein
Peff-26_001_001397.1	eggnog	mitotic nuclear envelope reassembly
Peff-26_001_001396.1	blastp	Homology to Peronospora effusa predicted protein CAI5704360.1
Peff-26_001_000048.1	eggnog	Phytanoyl-CoA dioxygenase (PhyH)
Peff-26_001_001395.1	eggnog	domain-containing protein
Peff-26_001_000049.1	eggnog	DNA polymerase
Peff-26_001_001394.1	eggnog	domain-containing protein
Peff-26_001_000050.1	eggnog	ALG6, ALG8 glycosyltransferase family
Peff-26_001_001393.1	blastp	Homology to Peronospora effusa predicted protein CAI5704348.1
Peff-26_001_000051.1	eggnog	Carbon-nitrogen hydrolase
Peff-26_001_001392.1	blastp	Homology to Peronospora effusa predicted protein UIZ21553.1
Peff-26_001_000052.1	eggnog	domain-containing protein
Peff-26_001_001391.1	eggnog	domain-containing protein
Peff-26_001_001390.1	eggnog	domain-containing protein
Peff-26_001_001389.1	eggnog	Glycosyltransferase family 20
Peff-26_001_000053.1	eggnog	Common central domain of tyrosinase
Peff-26_001_001388.1	eggnog	domain-containing protein
Peff-26_001_001387.1	eggnog	Proteasome non-ATPase 26S subunit
Peff-26_001_000054.1	interproscan	PTHR31827 domain-containing protein
Peff-26_001_000055.1	eggnog	Ubiquitin carboxyl-terminal hydrolase
Peff-26_001_000056.1	eggnog	domain-containing protein
Peff-26_001_000057.1	eggnog	domain-containing protein
Peff-26_001_001386.1	eggnog	NAD synthase
Peff-26_001_000058.1	eggnog	Phosphatidylinositol-4-phosphate 5-Kinase
Peff-26_001_000059.1	eggnog	domain-containing protein
Peff-26_001_001385.1	eggnog	domain-containing protein
Peff-26_001_000060.1	interproscan	PTHR23161 domain-containing protein
Peff-26_001_001384.1	eggnog	RNA binding motif
Peff-26_001_001383.1	eggnog	Mitochondrial carrier protein
Peff-26_001_000061.1	blastp	Homology to Peronospora effusa predicted protein UIZ21632.1
Peff-26_001_001382.1	blastp	Homology to Peronospora effusa predicted protein CAI5704292.1
Peff-26_001_000062.1	eggnog	VEFS-Box of polycomb protein
Peff-26_001_001381.1	eggnog	Protein phosphatase inhibitor
Peff-26_001_001380.1	eggnog	Lipase (class 3)
Peff-26_001_000063.1	eggnog	Amino acid permease
Peff-26_001_001379.1	eggnog	PhoX homologous domain, present in p47phox and p40phox
Peff-26_001_001378.1	eggnog	domain present in cyclins, TFIIB and Retinoblastoma
Peff-26_001_000064.1	eggnog	domain-containing protein
Peff-26_001_001377.1	eggnog	Translocation protein Sec62
Peff-26_001_000065.1	interproscan	G3DSA:3.40.50.1820 domain-containing protein
Peff-26_001_001376.1	eggnog	Hsp90 protein
Peff-26_001_000066.1	eggnog	TLR4 regulator and MIR-interacting MSAP
Peff-26_001_001375.1	eggnog	Erv1 / Alr family
Peff-26_001_001374.1	eggnog	WD domain, G-beta repeat
Peff-26_001_000067.1	eggnog	Lipase (class 3)
Peff-26_001_001373.1	eggnog	apoptotic process
Peff-26_001_000068.1	blastp	Homology to Peronospora effusa predicted protein RMX67883.1
Peff-26_001_000069.1	eggnog	Acyl-CoA oxidase
Peff-26_001_000070.1	eggnog	Protein tyrosine kinase
Peff-26_001_001372.1	eggnog	domain-containing protein
Peff-26_001_001371.1	eggnog	Domain present in PSD-95, Dlg, and ZO-1/2
Peff-26_001_000071.1	eggnog	domain-containing protein
Peff-26_001_000072.1	blastp	Homology to Peronospora effusa predicted protein RMX67885.1
Peff-26_001_001370.1	eggnog	Belongs to the FMO family
Peff-26_001_001369.1	eggnog	Belongs to the FMO family
Peff-26_001_001368.1	eggnog	Ras-induced vulval development antagonist
Peff-26_001_001367.1	blastp	Homology to Peronospora effusa predicted protein UIZ21667.1
Peff-26_001_000073.1	interproscan	PTHR45023 domain-containing protein
Peff-26_001_000074.1	blastp	Homology to Peronospora effusa predicted protein RMX67854.1
Peff-26_001_001366.1	eggnog	D-arabinono-1,4-lactone oxidase
Peff-26_001_001365.1	eggnog	Dienelactone hydrolase family
Peff-26_001_001364.1	eggnog	Aldehyde dehydrogenase family
Peff-26_001_001363.1	eggnog	Mitotic checkpoint protein
Peff-26_001_001362.1	eggnog	Mitotic checkpoint protein
Peff-26_001_000075.1	eggnog	Dynactin p62 family
Peff-26_001_001361.1	eggnog	ATPase domain of DNA mismatch repair MUTS family
Peff-26_001_001360.1	eggnog	ATPase domain of DNA mismatch repair MUTS family
Peff-26_001_000076.1	interproscan	G3DSA:1.25.10.10 domain-containing protein
Peff-26_001_001359.1	eggnog	DHHC palmitoyltransferase
Peff-26_001_000077.1	eggnog	mitochondria-associated ubiquitin-dependent protein catabolic process
Peff-26_001_000078.1	eggnog	ribosomal protein import into nucleus
Peff-26_001_001358.1	eggnog	GC-rich sequence DNA-binding factor-like protein
Peff-26_001_001357.1	eggnog	Major Facilitator Superfamily
Peff-26_001_000079.1	eggnog	FATC
Peff-26_001_000080.1	eggnog	domain-containing protein
Peff-26_001_001356.1	eggnog	domain-containing protein
Peff-26_001_001355.1	eggnog	in StAR and phosphatidylcholine transfer protein
Peff-26_001_000081.1	eggnog	in StAR and phosphatidylcholine transfer protein
Peff-26_001_001354.1	eggnog	domain-containing protein
Peff-26_001_000082.1	eggnog	Domain in histone families 1 and 5
Peff-26_001_001353.1	blastp	Homology to Peronospora effusa predicted protein CAI5703444.1
Peff-26_001_000083.1	eggnog	domain-containing protein
Peff-26_001_001352.1	eggnog	Arginyl tRNA synthetase N terminal dom
Peff-26_001_000084.1	eggnog	Nuclear pore protein 84 / 107
Peff-26_001_001351.1	eggnog	Phosphoglycerate mutase family
Peff-26_001_000085.1	blastp	Homology to Peronospora effusa predicted protein CAI5703449.1
Peff-26_001_001350.1	eggnog	transposition, RNA-mediated
Peff-26_001_001349.1	eggnog	transposition, RNA-mediated
Peff-26_001_001348.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001347.1	blastp	Homology to Peronospora farinosa predicted protein CAH0492763.1
Peff-26_001_000086.1	eggnog	palmitoyl-(protein) hydrolase activity
Peff-26_001_000087.1	eggnog	domain-containing protein
Peff-26_001_001346.1	eggnog	Nop53 (60S ribosomal biogenesis)
Peff-26_001_000088.1	blastp	Homology to Peronospora effusa predicted protein CAI5703455.1
Peff-26_001_000089.1	eggnog	regulation of RNA splicing
Peff-26_001_001345.1	eggnog	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Peff-26_001_000090.1	eggnog	triglyceride catabolic process
Peff-26_001_000091.1	eggnog	triglyceride catabolic process
Peff-26_001_001344.1	eggnog	domain-containing protein
Peff-26_001_000092.1	eggnog	Iron-sulfur cluster assembly protein
Peff-26_001_001343.1	blastp	Homology to Peronospora effusa predicted protein CAI5703463.1
Peff-26_001_000093.1	eggnog	Methylenetetrahydrofolate reductase
Peff-26_001_000094.1	eggnog	WD domain, G-beta repeat
Peff-26_001_001342.1	eggnog	Rtf2 RING-finger
Peff-26_001_001341.1	eggnog	Arginosuccinate synthase
Peff-26_001_001340.1	eggnog	domain-containing protein
Peff-26_001_000095.1	eggnog	Ring finger
Peff-26_001_000096.1	eggnog	error-prone translesion synthesis
Peff-26_001_000097.1	eggnog	Participates in DNA repair and in chromosomal DNA replication
Peff-26_001_000098.1	blastp	Homology to Peronospora effusa predicted protein RMX67454.1
Peff-26_001_001339.1	eggnog	HEAT repeat
Peff-26_001_000099.1	eggnog	domain-containing protein
Peff-26_001_001338.1	eggnog	Mad3/BUB1 homology region 1
Peff-26_001_001337.1	eggnog	Mad3/BUB1 homology region 1
Peff-26_001_000100.1	eggnog	Dihydrodipicolinate synthetase family
Peff-26_001_001336.1	blastp	Homology to Peronospora effusa predicted protein RMX67446.1
Peff-26_001_001335.1	blastp	Homology to Peronospora effusa predicted protein RMX67445.1
Peff-26_001_000101.1	eggnog	Rap1-interacting factor 1 N terminal
Peff-26_001_001334.1	blastp	Homology to Peronospora effusa predicted protein RMX67444.1
Peff-26_001_001333.1	eggnog	Rab guanyl-nucleotide exchange factor activity
Peff-26_001_001332.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001331.1	eggnog	heat shock factor
Peff-26_001_000102.1	eggnog	CorA-like Mg2+ transporter protein
Peff-26_001_001330.1	eggnog	domain-containing protein
Peff-26_001_000103.1	interproscan	G3DSA:3.30.900.10 domain-containing protein
Peff-26_001_000104.1	blastp	Homology to Peronospora effusa predicted protein RMX65075.1
Peff-26_001_001329.1	eggnog	Glycosyl transferase family 41
Peff-26_001_000105.1	eggnog	Adenylosuccinate lyase C-terminus
Peff-26_001_000106.1	eggnog	acetylation-dependent protein binding
Peff-26_001_001328.1	eggnog	Mitochondrial-associated sphingomyelin phosphodiesterase
Peff-26_001_001327.1	eggnog	magnesium ion transmembrane transporter activity
Peff-26_001_001326.1	eggnog	Adaptor complexes medium subunit family
Peff-26_001_001325.1	eggnog	GTP cyclohydrolase N terminal
Peff-26_001_000107.1	eggnog	Cyclin_C
Peff-26_001_001324.1	eggnog	Domain of unknown function (DUF383)
Peff-26_001_000108.1	eggnog	peptidyl-lysine monomethylation
Peff-26_001_001323.1	eggnog	cytoskeletal anchoring at nuclear membrane
Peff-26_001_000109.1	eggnog	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
Peff-26_001_000110.1	eggnog	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
Peff-26_001_000111.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000112.1	eggnog	Ubiquitin-2 like Rad60 SUMO-like (UBI4)
Peff-26_001_000113.1	eggnog	domain-containing protein
Peff-26_001_000114.1	eggnog	domain-containing protein
Peff-26_001_001322.1	eggnog	CDP-alcohol phosphatidyltransferase
Peff-26_001_000115.1	eggnog	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
Peff-26_001_001321.1	blastp	Homology to Peronospora effusa predicted protein CAI5703512.1
Peff-26_001_001320.1	eggnog	sperm individualization
Peff-26_001_000116.1	eggnog	XAP5, circadian clock regulator
Peff-26_001_001319.1	eggnog	WD domain, G-beta repeat
Peff-26_001_001318.1	eggnog	domain-containing protein
Peff-26_001_000117.1	eggnog	glycogenin glucosyltransferase activity
Peff-26_001_001317.1	blastp	Homology to Peronospora effusa predicted protein UIZ21280.1
Peff-26_001_000118.1	eggnog	Ribosome recycling factor
Peff-26_001_001316.1	eggnog	RNAPII transcription regulator C-terminal
Peff-26_001_001315.1	eggnog	domain-containing protein
Peff-26_001_001314.1	eggnog	domain-containing protein
Peff-26_001_001313.1	eggnog	negative regulation of inclusion body assembly
Peff-26_001_000119.1	eggnog	Histone acetylation protein
Peff-26_001_001312.1	eggnog	N1221-like protein
Peff-26_001_000120.1	eggnog	fatty-acyl-CoA synthase activity
Peff-26_001_000121.1	eggnog	Proteasome subunit A N-terminal signature Add an annotation
Peff-26_001_000122.1	eggnog	OTU-like cysteine protease
Peff-26_001_001311.1	eggnog	Dipeptidyl peptidase IV (DPP IV) N-terminal region
Peff-26_001_000123.1	eggnog	domain-containing protein
Peff-26_001_001310.1	eggnog	Source PGD
Peff-26_001_000124.1	eggnog	Male sterility protein
Peff-26_001_000125.1	eggnog	DNA binding
Peff-26_001_000126.1	blastp	Homology to Peronospora effusa predicted protein UIZ20540.1
Peff-26_001_000127.1	eggnog	domain-containing protein
Peff-26_001_000128.1	eggnog	Elongation Factor G, domain II
Peff-26_001_000129.1	eggnog	Aldehyde dehydrogenase family
Peff-26_001_001309.1	eggnog	protein transport
Peff-26_001_001308.1	eggnog	Sigma factor PP2C-like phosphatases
Peff-26_001_001307.1	eggnog	domain-containing protein
Peff-26_001_001306.1	eggnog	domain-containing protein
Peff-26_001_000130.1	eggnog	Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)
Peff-26_001_001305.1	eggnog	Domain present in PSD-95, Dlg, and ZO-1/2
Peff-26_001_000131.1	eggnog	Protein tyrosine kinase
Peff-26_001_001304.1	eggnog	WD domain, G-beta repeat
Peff-26_001_001303.1	blastp	Homology to Peronospora effusa predicted protein UIZ20629.1
Peff-26_001_000132.1	eggnog	domain-containing protein
Peff-26_001_001302.1	eggnog	regulation of translation
Peff-26_001_001301.1	eggnog	PRP8 domain IV core
Peff-26_001_000133.1	eggnog	Chibby family
Peff-26_001_000134.1	eggnog	Protein tyrosine kinase
Peff-26_001_000135.1	eggnog	domain-containing protein
Peff-26_001_001300.1	eggnog	Mediator complex subunit MED14
Peff-26_001_001299.1	eggnog	Sulfate permease family
Peff-26_001_000136.1	eggnog	C-terminal to LisH motif
Peff-26_001_001298.1	eggnog	Eukaryotic protein of unknown function (DUF2003)
Peff-26_001_001297.1	eggnog	C-terminus of AA_permease
Peff-26_001_001296.1	eggnog	domain-containing protein
Peff-26_001_000137.1	eggnog	Phosphatidylinositol-4-phosphate 5-Kinase
Peff-26_001_000138.1	blastp	Homology to Peronospora effusa predicted protein RMX69627.1
Peff-26_001_001295.1	eggnog	domain-containing protein
Peff-26_001_001294.1	blastp	Homology to Peronospora effusa predicted protein RMX69629.1
Peff-26_001_001293.1	blastp	Homology to Peronospora effusa predicted protein RMX69632.1
Peff-26_001_000139.1	eggnog	domain-containing protein
Peff-26_001_001292.1	eggnog	Helicase associated domain (HA2) Add an annotation
Peff-26_001_000140.1	eggnog	domain-containing protein
Peff-26_001_000141.1	eggnog	negative regulation of epidermal growth factor-activated receptor activity
Peff-26_001_001291.1	eggnog	Peptidase S24-like
Peff-26_001_000142.1	blastp	Homology to Peronospora effusa predicted protein RQM15158.1
Peff-26_001_000143.1	blastp	Homology to Peronospora effusa predicted protein UIZ20817.1
Peff-26_001_001290.1	blastp	Homology to Peronospora effusa predicted protein UIZ21455.1
Peff-26_001_000144.1	eggnog	Ankyrin repeats (many copies)
Peff-26_001_001289.1	eggnog	Ankyrin repeats (many copies)
Peff-26_001_001288.1	interproscan	PTHR33993 domain-containing protein
Peff-26_001_000145.1	blastp	Homology to Peronospora effusa predicted protein RMX65193.1
Peff-26_001_001287.1	blastp	Homology to Peronospora effusa predicted protein RMX65196.1
Peff-26_001_000146.1	eggnog	domain-containing protein
Peff-26_001_001286.1	eggnog	domain-containing protein
Peff-26_001_001285.1	eggnog	AI-2E family transporter
Peff-26_001_000147.1	eggnog	domain-containing protein
Peff-26_001_000148.1	eggnog	Protein of unknown function (DUF1640)
Peff-26_001_001284.1	eggnog	positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled
Peff-26_001_000149.1	eggnog	Thioesterase-like superfamily
Peff-26_001_000150.1	eggnog	domain-containing protein
Peff-26_001_001283.1	eggnog	Ribosomal protein L11 methyltransferase (PrmA)
Peff-26_001_001282.1	eggnog	Guanylate kinase homologues
Peff-26_001_001281.1	eggnog	Ankyrin repeats (many copies)
Peff-26_001_000151.1	eggnog	domain-containing protein
Peff-26_001_000152.1	interproscan	MBT_PHF20L1-like (cd20104)
Peff-26_001_001280.1	blastp	Homology to Peronospora effusa predicted protein UIZ21654.1
Peff-26_001_000153.1	eggnog	Histone-like transcription factor (CBF/NF-Y) and archaeal histone
Peff-26_001_001279.1	eggnog	Triose-phosphate Transporter family
Peff-26_001_000154.1	eggnog	Vacuolar protein sorting-associated protein 26
Peff-26_001_001278.1	eggnog	Polyprenyl synthetase
Peff-26_001_001277.1	eggnog	RNA recognition motif
Peff-26_001_000155.1	eggnog	CASP C terminal
Peff-26_001_001276.1	eggnog	domain-containing protein
Peff-26_001_001275.1	eggnog	Reverse transcriptase (RNA-dependent DNA polymerase)
Peff-26_001_001274.1	eggnog	Pyridoxamine 5'-phosphate oxidase
Peff-26_001_001273.1	eggnog	Pyridoxamine 5'-phosphate oxidase
Peff-26_001_001272.1	blastp	Homology to Peronospora effusa predicted protein UIZ20926.1
Peff-26_001_001271.1	eggnog	Stage II sporulation protein E (SpoIIE)
Peff-26_001_000156.1	eggnog	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit
Peff-26_001_001270.1	eggnog	assists the folding of proteins upon ATP hydrolysis
Peff-26_001_001269.1	interproscan	PTHR34815 domain-containing protein
Peff-26_001_001268.1	eggnog	Glycosyl hydrolase family 81
Peff-26_001_000157.1	eggnog	Glycosyl hydrolase family 81
Peff-26_001_000158.1	eggnog	transposition, RNA-mediated
Peff-26_001_000159.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001267.1	eggnog	Glycosyl hydrolase family 81
Peff-26_001_000160.1	eggnog	Glycosyl hydrolase family 81
Peff-26_001_001266.1	eggnog	Rix1 complex component involved in 60S ribosome maturation
Peff-26_001_000161.1	eggnog	Cysteine-rich secretory protein family
Peff-26_001_001265.1	eggnog	Maintenance of mitochondrial structure and function
Peff-26_001_000162.1	eggnog	domain-containing protein
Peff-26_001_001264.1	eggnog	domain-containing protein
Peff-26_001_000163.1	eggnog	domain-containing protein
Peff-26_001_000164.1	eggnog	methyltransferase activity
Peff-26_001_001263.1	blastp	Homology to Peronospora effusa predicted protein UIZ21036.1
Peff-26_001_001262.1	eggnog	Leucine Rich repeats (2 copies)
Peff-26_001_000165.1	blastp	Homology to Peronospora effusa predicted protein RMX63738.1
Peff-26_001_000166.1	eggnog	Leucine rich repeat
Peff-26_001_001261.1	eggnog	response to arachidonic acid
Peff-26_001_000167.1	blastp	Homology to Peronospora effusa predicted protein RMX63739.1
Peff-26_001_001260.1	eggnog	Bifunctional DNA N-glycosylase with associated apurinic apyrimidinic (AP) lyase function that catalyzes the first step in base excision repair (BER), the primary repair pathway for the repair of oxidative DNA damage
Peff-26_001_001259.1	eggnog	Dcp1-like decapping family
Peff-26_001_000168.1	blastp	Homology to Peronospora effusa predicted protein RMX69065.1
Peff-26_001_000169.1	eggnog	Putative esterase
Peff-26_001_000170.1	eggnog	rRNA biogenesis protein RRP36
Peff-26_001_001258.1	interproscan	PTHR28181 domain-containing protein
Peff-26_001_000171.1	eggnog	Peptidase C65 Otubain
Peff-26_001_001257.1	blastp	Homology to Peronospora effusa predicted protein RMX69053.1
Peff-26_001_001256.1	eggnog	Nucleotidyl transferase
Peff-26_001_000172.1	interproscan	PTHR13335 domain-containing protein
Peff-26_001_001255.1	eggnog	Ribosomal protein 60S L18 and 50S L18e
Peff-26_001_000173.1	eggnog	domain-containing protein
Peff-26_001_001254.1	eggnog	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
Peff-26_001_000174.1	eggnog	positive regulation of chromatin silencing at rDNA
Peff-26_001_001253.1	eggnog	CBF/Mak21 family
Peff-26_001_000175.1	eggnog	Zinc carboxypeptidase
Peff-26_001_001252.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000176.1	eggnog	Zinc carboxypeptidase
Peff-26_001_001251.1	eggnog	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network
Peff-26_001_001250.1	eggnog	Spc97 / Spc98 family
Peff-26_001_000177.1	eggnog	Anticodon-binding domain of tRNA
Peff-26_001_001249.1	eggnog	Initiation factor eIF2 gamma, C terminal
Peff-26_001_000178.1	eggnog	Putative DNA-binding domain in centromere protein B, mouse jerky and transposases
Peff-26_001_000179.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000180.1	blastp	Homology to Peronospora effusa predicted protein RMX64550.1
Peff-26_001_001248.1	eggnog	Cystatin-like cysteine protease inhibitor EPIC4
Peff-26_001_000181.1	eggnog	Protein of unknown function (DUF1682)
Peff-26_001_000182.1	eggnog	CENP-S protein
Peff-26_001_000183.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001247.1	eggnog	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium
Peff-26_001_000184.1	eggnog	Na+/Pi-cotransporter
Peff-26_001_001246.1	eggnog	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner
Peff-26_001_000185.1	eggnog	Protein prenyltransferase alpha subunit repeat
Peff-26_001_000186.1	eggnog	Protein prenyltransferase alpha subunit repeat
Peff-26_001_001245.1	eggnog	domain-containing protein
Peff-26_001_001244.1	eggnog	domain-containing protein
Peff-26_001_000187.1	eggnog	domain-containing protein
Peff-26_001_000188.1	eggnog	domain-containing protein
Peff-26_001_000189.1	eggnog	Ubiquitin carboxyl-terminal hydrolase
Peff-26_001_001243.1	interproscan	NURR (cd21039)
Peff-26_001_001242.1	eggnog	RxLR effector
Peff-26_001_001241.1	blastp	Homology to Peronospora effusa predicted protein RMX67739.1
Peff-26_001_001240.1	blastp	Homology to Peronospora effusa predicted protein UIZ20589.1
